IBGE,UF,Município,Tipologia IBGE
431235,RS,MONTAURI,Rural Adjacente
431237,RS,MONTE ALEGRE DOS CAMPOS,Rural Adjacente
431238,RS,MONTE BELO DO SUL,Urbano
431240,RS,MONTENEGRO,Urbano
431242,RS,MORMAÇO,Rural Adjacente
431244,RS,MORRINHOS DO SUL,Rural Adjacente
431245,RS,MORRO REDONDO,Rural Adjacente
431247,RS,MORRO REUTER,Urbano
431250,RS,MOSTARDAS,Rural Adjacente
431260,RS,MUÇUM,Rural Adjacente
431261,RS,MUITOS CAPÕES,Rural Adjacente
431262,RS,MULITERNO,Rural Adjacente
431265,RS,NÃO-ME-TOQUE,Urbano
431267,RS,NICOLAU VERGUEIRO,Rural Adjacente
431303,RS,NOVA ESPERANÇA DO SUL,Intermediário Adjacente
431275,RS,NOVA ALVORADA,Rural Adjacente
431280,RS,NOVA ARAÇÁ,Rural Adjacente
431290,RS,NOVA BASSANO,Rural Adjacente
431295,RS,NOVA BOA VISTA,Rural Adjacente
431300,RS,NOVA BRÉSCIA,Rural Adjacente
431301,RS,NOVA CANDELÁRIA,Rural Adjacente
431570,RS,RIO PARDO,Intermediário Adjacente
431306,RS,NOVA HARTZ,Urbano
431308,RS,NOVA PÁDUA,Rural Adjacente
431310,RS,NOVA PALMA,Rural Adjacente
431320,RS,NOVA PETRÓPOLIS,Rural Adjacente
431330,RS,NOVA PRATA,Urbano
431333,RS,NOVA RAMADA,Rural Adjacente
431335,RS,NOVA ROMA DO SUL,Rural Adjacente
431337,RS,NOVA SANTA RITA,Urbano
431339,RS,NOVO CABRAIS,Rural Adjacente
431340,RS,NOVO HAMBURGO,Urbano
431342,RS,NOVO MACHADO,Rural Adjacente
431344,RS,NOVO TIRADENTES,Rural Adjacente
431346,RS,NOVO XINGU,Rural Adjacente
431349,RS,NOVO BARREIRO,Rural Adjacente
431350,RS,OSÓRIO,Urbano
431365,RS,PALMARES DO SUL,Rural Adjacente
431370,RS,PALMEIRA DAS MISSÕES,Urbano
431380,RS,PALMITINHO,Rural Adjacente
431390,RS,PANAMBI,Urbano
431395,RS,PANTANO GRANDE,Rural Adjacente
431400,RS,PARAÍ,Rural Adjacente
431402,RS,PARAÍSO DO SUL,Rural Adjacente
431403,RS,PARECI NOVO,Rural Adjacente
431405,RS,PAROBÉ,Urbano
431406,RS,PASSA SETE,Rural Adjacente
431407,RS,PASSO DO SOBRADO,Rural Adjacente
431410,RS,PASSO FUNDO,Urbano
431413,RS,PAULO BENTO,Rural Adjacente
431415,RS,PAVERAMA,Rural Adjacente
431417,RS,PEDRAS ALTAS,Rural Adjacente
431420,RS,PEDRO OSÓRIO,Rural Adjacente
431430,RS,PEJUÇARA,Rural Adjacente
431440,RS,PELOTAS,Urbano
431442,RS,PICADA CAFÉ,Urbano
431445,RS,PINHAL,Rural Adjacente
431446,RS,PINHAL DA SERRA,Rural Adjacente
431447,RS,PINHAL GRANDE,Rural Adjacente
431449,RS,PINHEIRINHO DO VALE,Rural Adjacente
431450,RS,PINHEIRO MACHADO,Rural Adjacente
431454,RS,PINTO BANDEIRA,Rural Adjacente
431455,RS,PIRAPÓ,Rural Adjacente
431460,RS,PIRATINI,Rural Adjacente
431470,RS,PLANALTO,Rural Adjacente
431475,RS,POÇO DAS ANTAS,Rural Adjacente
431477,RS,PONTÃO,Rural Adjacente
431478,RS,PONTE PRETA,Rural Adjacente
431480,RS,PORTÃO,Urbano
431490,RS,PORTO ALEGRE,Urbano
431500,RS,PORTO LUCENA,Rural Adjacente
431505,RS,PORTO MAUÁ,Rural Adjacente
431507,RS,PORTO VERA CRUZ,Rural Adjacente
431510,RS,PORTO XAVIER,Rural Adjacente
431513,RS,POUSO NOVO,Rural Adjacente
431514,RS,PRESIDENTE LUCENA,Urbano
431515,RS,PROGRESSO,Rural Adjacente
431517,RS,PROTÁSIO ALVES,Rural Adjacente
431520,RS,PUTINGA,Rural Adjacente
431530,RS,QUARAÍ,Urbano
431531,RS,QUATRO IRMÃOS,Rural Adjacente
431535,RS,QUINZE DE NOVEMBRO,Rural Adjacente
431540,RS,REDENTORA,Rural Adjacente
431545,RS,RELVADO,Rural Adjacente
431550,RS,RESTINGA SECA,Rural Adjacente
431555,RS,RIO DOS ÍNDIOS,Rural Adjacente
431560,RS,RIO GRANDE,Urbano
431600,RS,ROLANTE,Intermediário Adjacente
431575,RS,RIOZINHO,Rural Adjacente
431580,RS,ROCA SALES,Rural Adjacente
431590,RS,RODEIO BONITO,Rural Adjacente
431595,RS,ROLADOR,Rural Adjacente
431645,RS,SALTO DO JACUÍ,Intermediário Adjacente
431610,RS,RONDA ALTA,Rural Adjacente
431620,RS,RONDINHA,Rural Adjacente
431630,RS,ROQUE GONZALES,Rural Adjacente
431640,RS,ROSÁRIO DO SUL,Urbano
431642,RS,SAGRADA FAMÍLIA,Rural Adjacente
431643,RS,SALDANHA MARINHO,Rural Adjacente
431660,RS,SANANDUVA,Intermediário Adjacente
431647,RS,SALVADOR DAS MISSÕES,Rural Adjacente
431650,RS,SALVADOR DO SUL,Rural Adjacente
431810,RS,SÃO FRANCISCO DE ASSIS,Intermediário Adjacente
431670,RS,SANTA BÁRBARA DO SUL,Rural Adjacente
431673,RS,SANTA CECÍLIA DO SUL,Rural Adjacente
431675,RS,SANTA CLARA DO SUL,Urbano
431680,RS,SANTA CRUZ DO SUL,Urbano
431690,RS,SANTA MARIA,Urbano
431695,RS,SANTA MARIA DO HERVAL,Rural Adjacente
431697,RS,SANTA MARGARIDA DO SUL,Rural Adjacente
431700,RS,SANTANA DA BOA VISTA,Rural Adjacente
431710,RS,SANT'ANA DO LIVRAMENTO,Urbano
431720,RS,SANTA ROSA,Urbano
431725,RS,SANTA TEREZA,Rural Adjacente
431730,RS,SANTA VITÓRIA DO PALMAR,Urbano
431740,RS,SANTIAGO,Urbano
431750,RS,SANTO ÂNGELO,Urbano
431755,RS,SANTO ANTÔNIO DO PALMA,Rural Adjacente
431760,RS,SANTO ANTÔNIO DA PATRULHA,Rural Adjacente
431770,RS,SANTO ANTÔNIO DAS MISSÕES,Rural Adjacente
431775,RS,SANTO ANTÔNIO DO PLANALTO,Rural Adjacente
431780,RS,SANTO AUGUSTO,Urbano
431790,RS,SANTO CRISTO,Rural Adjacente
431795,RS,SANTO EXPEDITO DO SUL,Rural Adjacente
431800,RS,SÃO BORJA,Urbano
431820,RS,SÃO FRANCISCO DE PAULA,Intermediário Adjacente
431850,RS,SÃO JOSÉ DO NORTE,Intermediário Adjacente
431830,RS,SÃO GABRIEL,Urbano
431840,RS,SÃO JERÔNIMO,Urbano
431842,RS,SÃO JOÃO DA URTIGA,Rural Adjacente
431843,RS,SÃO JOÃO DO POLÊSINE,Rural Adjacente
431844,RS,SÃO JORGE,Rural Adjacente
431845,RS,SÃO JOSÉ DAS MISSÕES,Rural Adjacente
431846,RS,SÃO JOSÉ DO HERVAL,Rural Adjacente
431848,RS,SÃO JOSÉ DO HORTÊNCIO,Urbano
431849,RS,SÃO JOSÉ DO INHACORÁ,Rural Adjacente
431880,RS,SÃO LOURENÇO DO SUL,Intermediário Adjacente
431860,RS,SÃO JOSÉ DO OURO,Rural Adjacente
431861,RS,SÃO JOSÉ DO SUL,Rural Adjacente
431862,RS,SÃO JOSÉ DOS AUSENTES,Rural Adjacente
431870,RS,SÃO LEOPOLDO,Urbano
431940,RS,SÃO PEDRO DO SUL,Intermediário Adjacente
431890,RS,SÃO LUIZ GONZAGA,Urbano
431900,RS,SÃO MARCOS,Urbano
431910,RS,SÃO MARTINHO,Rural Adjacente
431912,RS,SÃO MARTINHO DA SERRA,Rural Adjacente
431915,RS,SÃO MIGUEL DAS MISSÕES,Rural Adjacente
431920,RS,SÃO NICOLAU,Rural Adjacente
431930,RS,SÃO PAULO DAS MISSÕES,Rural Adjacente
431935,RS,SÃO PEDRO DA SERRA,Rural Adjacente
431936,RS,SÃO PEDRO DAS MISSÕES,Rural Adjacente
431937,RS,SÃO PEDRO DO BUTIÁ,Rural Adjacente
431960,RS,SÃO SEPÉ,Intermediário Adjacente
431950,RS,SÃO SEBASTIÃO DO CAÍ,Urbano
432100,RS,TAPERA,Intermediário Adjacente
431970,RS,SÃO VALENTIM,Rural Adjacente
431971,RS,SÃO VALENTIM DO SUL,Rural Adjacente
431973,RS,SÃO VALÉRIO DO SUL,Rural Adjacente
431975,RS,SÃO VENDELINO,Rural Adjacente
431980,RS,SÃO VICENTE DO SUL,Rural Adjacente
431990,RS,SAPIRANGA,Urbano
432000,RS,SAPUCAIA DO SUL,Urbano
432010,RS,SARANDI,Urbano
432020,RS,SEBERI,Rural Adjacente
432023,RS,SEDE NOVA,Rural Adjacente
432026,RS,SEGREDO,Rural Adjacente
432030,RS,SELBACH,Rural Adjacente
432032,RS,SENADOR SALGADO FILHO,Rural Adjacente
432035,RS,SENTINELA DO SUL,Rural Adjacente
432045,RS,SÉRIO,Rural Adjacente
432050,RS,SERTÃO,Rural Adjacente
432055,RS,SERTÃO SANTANA,Rural Adjacente
432057,RS,SETE DE SETEMBRO,Rural Adjacente
432060,RS,SEVERIANO DE ALMEIDA,Rural Adjacente
432065,RS,SILVEIRA MARTINS,Rural Adjacente
432067,RS,SINIMBU,Rural Adjacente
432070,RS,SOBRADINHO,Urbano
432080,RS,SOLEDADE,Urbano
432085,RS,TABAÍ,Rural Adjacente
432090,RS,TAPEJARA,Urbano
432145,RS,TEUTÔNIA,Intermediário Adjacente
432110,RS,TAPES,Urbano
432120,RS,TAQUARA,Urbano
432130,RS,TAQUARI,Urbano
432132,RS,TAQUARUÇU DO SUL,Rural Adjacente
432135,RS,TAVARES,Rural Adjacente
432140,RS,TENENTE PORTELA,Rural Adjacente
432143,RS,TERRA DE AREIA,Urbano
432190,RS,TRÊS PASSOS,Intermediário Adjacente
432146,RS,TIO HUGO,Rural Adjacente
432147,RS,TIRADENTES DO SUL,Rural Adjacente
432149,RS,TOROPI,Rural Adjacente
432150,RS,TORRES,Urbano
432160,RS,TRAMANDAÍ,Urbano
432162,RS,TRAVESSEIRO,Rural Adjacente
432163,RS,TRÊS ARROIOS,Rural Adjacente
432166,RS,TRÊS CACHOEIRAS,Rural Adjacente
432170,RS,TRÊS COROAS,Urbano
432180,RS,TRÊS DE MAIO,Urbano
432183,RS,TRÊS FORQUILHAS,Rural Adjacente
432185,RS,TRÊS PALMEIRAS,Rural Adjacente
500060,MS,AMAMBAI,Intermediário Adjacente
432195,RS,TRINDADE DO SUL,Rural Adjacente
432200,RS,TRIUNFO,Urbano
432210,RS,TUCUNDUVA,Rural Adjacente
432215,RS,TUNAS,Rural Adjacente
432218,RS,TUPANCI DO SUL,Rural Adjacente
432220,RS,TUPANCIRETÃ,Urbano
432225,RS,TUPANDI,Rural Adjacente
432230,RS,TUPARENDI,Rural Adjacente
432232,RS,TURUÇU,Rural Adjacente
432234,RS,UBIRETAMA,Rural Adjacente
432235,RS,UNIÃO DA SERRA,Rural Adjacente
432240,RS,URUGUAIANA,Urbano
432250,RS,VACARIA,Urbano
432252,RS,VALE VERDE,Rural Adjacente
432253,RS,VALE DO SOL,Rural Adjacente
432254,RS,VALE REAL,Urbano
432255,RS,VANINI,Rural Adjacente
432260,RS,VENÂNCIO AIRES,Urbano
432270,RS,VERA CRUZ,Urbano
432280,RS,VERANÓPOLIS,Urbano
432285,RS,VESPASIANO CORREA,Rural Adjacente
432290,RS,VIADUTOS,Rural Adjacente
432300,RS,VIAMÃO,Urbano
432310,RS,VICENTE DUTRA,Rural Adjacente
432320,RS,VICTOR GRAEFF,Rural Adjacente
432330,RS,VILA FLORES,Rural Adjacente
432335,RS,VILA LÂNGARO,Rural Adjacente
432340,RS,VILA MARIA,Rural Adjacente
432345,RS,VILA NOVA DO SUL,Rural Adjacente
432350,RS,VISTA ALEGRE,Rural Adjacente
432360,RS,VISTA ALEGRE DO PRATA,Rural Adjacente
432370,RS,VISTA GAÚCHA,Rural Adjacente
432375,RS,VITÓRIA DAS MISSÕES,Rural Adjacente
432377,RS,WESTFALIA,Rural Adjacente
432380,RS,XANGRI-LÁ,Urbano
500020,MS,ÁGUA CLARA,Rural Adjacente
500025,MS,ALCINÓPOLIS,Rural Remoto
500200,MS,BATAYPORÃ,Intermediário Adjacente
500070,MS,ANASTÁCIO,Urbano
500080,MS,ANAURILÂNDIA,Rural Adjacente
500085,MS,ANGÉLICA,Rural Adjacente
500090,MS,ANTÔNIO JOÃO,Rural Adjacente
500100,MS,APARECIDA DO TABOADO,Urbano
500110,MS,AQUIDAUANA,Urbano
500124,MS,ARAL MOREIRA,Rural Adjacente
500150,MS,BANDEIRANTES,Rural Adjacente
500190,MS,BATAGUASSU,Urbano
500240,MS,CAARAPÓ,Intermediário Adjacente
500210,MS,BELA VISTA,Intermediário Remoto
500215,MS,BODOQUENA,Rural Remoto
500220,MS,BONITO,Urbano
500230,MS,BRASILÂNDIA,Rural Adjacente
500450,MS,ITAPORÃ,Intermediário Adjacente
500260,MS,CAMAPUÃ,Rural Adjacente
500270,MS,CAMPO GRANDE,Urbano
500290,MS,CASSILÂNDIA,Urbano
500295,MS,CHAPADÃO DO SUL,Urbano
500310,MS,CORGUINHO,Rural Adjacente
500315,MS,CORONEL SAPUCAIA,Rural Adjacente
500320,MS,CORUMBÁ,Urbano
500325,MS,COSTA RICA,Urbano
500330,MS,COXIM,Urbano
500345,MS,DEODÁPOLIS,Rural Adjacente
500348,MS,DOIS IRMÃOS DO BURITI,Rural Adjacente
500350,MS,DOURADINA,Rural Adjacente
500370,MS,DOURADOS,Urbano
500375,MS,ELDORADO,Rural Adjacente
500380,MS,FÁTIMA DO SUL,Urbano
500390,MS,FIGUEIRÃO,Rural Remoto
500400,MS,GLÓRIA DE DOURADOS,Rural Adjacente
500410,MS,GUIA LOPES DA LAGUNA,Urbano
500430,MS,IGUATEMI,Rural Remoto
500440,MS,INOCÊNCIA,Rural Remoto
500470,MS,IVINHEMA,Intermediário Adjacente
500460,MS,ITAQUIRAÍ,Rural Adjacente
500600,MS,NOVA ALVORADA DO SUL,Intermediário Adjacente
500480,MS,JAPORÃ,Rural Adjacente
500490,MS,JARAGUARI,Rural Adjacente
500500,MS,JARDIM,Urbano
500510,MS,JATEÍ,Rural Adjacente
500515,MS,JUTI,Rural Adjacente
500520,MS,LADÁRIO,Urbano
500525,MS,LAGUNA CARAPÃ,Rural Adjacente
500540,MS,MARACAJU,Urbano
500560,MS,MIRANDA,Intermediário Remoto
500568,MS,MUNDO NOVO,Urbano
500570,MS,NAVIRAÍ,Urbano
500580,MS,NIOAQUE,Rural Adjacente
500710,MS,RIBAS DO RIO PARDO,Intermediário Adjacente
500620,MS,NOVA ANDRADINA,Urbano
500625,MS,NOVO HORIZONTE DO SUL,Rural Adjacente
500627,MS,PARAÍSO DAS ÁGUAS,Rural Adjacente
500630,MS,PARANAÍBA,Urbano
500635,MS,PARANHOS,Rural Remoto
500640,MS,PEDRO GOMES,Rural Remoto
500660,MS,PONTA PORÃ,Urbano
500690,MS,PORTO MURTINHO,Rural Remoto
500720,MS,RIO BRILHANTE,Intermediário Adjacente
510267,MT,CAMPO VERDE,Intermediário Adjacente
500740,MS,RIO VERDE DE MATO GROSSO,Urbano
500750,MS,ROCHEDO,Rural Adjacente
500755,MS,SANTA RITA DO PARDO,Rural Adjacente
500769,MS,SÃO GABRIEL DO OESTE,Urbano
500770,MS,SETE QUEDAS,Rural Remoto
500780,MS,SELVÍRIA,Rural Adjacente
500790,MS,SIDROLÂNDIA,Urbano
500793,MS,SONORA,Urbano
500795,MS,TACURU,Rural Remoto
500797,MS,TAQUARUSSU,Rural Adjacente
500800,MS,TERENOS,Rural Adjacente
500830,MS,TRÊS LAGOAS,Urbano
500840,MS,VICENTINA,Rural Adjacente
510010,MT,ACORIZAL,Rural Adjacente
510020,MT,ÁGUA BOA,Urbano
510025,MT,ALTA FLORESTA,Urbano
510030,MT,ALTO ARAGUAIA,Urbano
510035,MT,ALTO BOA VISTA,Rural Remoto
510040,MT,ALTO GARÇAS,Intermediário Remoto
510050,MT,ALTO PARAGUAI,Rural Remoto
510060,MT,ALTO TAQUARI,Intermediário Remoto
510080,MT,APIACÁS,Rural Remoto
510100,MT,ARAGUAIANA,Rural Adjacente
510120,MT,ARAGUAINHA,Rural Remoto
510125,MT,ARAPUTANGA,Urbano
510130,MT,ARENÁPOLIS,Urbano
510140,MT,ARIPUANÃ,Intermediário Remoto
510160,MT,BARÃO DE MELGAÇO,Rural Adjacente
510170,MT,BARRA DO BUGRES,Urbano
510180,MT,BARRA DO GARÇAS,Urbano
510185,MT,BOM JESUS DO ARAGUAIA,Rural Remoto
510190,MT,BRASNORTE,Rural Remoto
510250,MT,CÁCERES,Urbano
510260,MT,CAMPINÁPOLIS,Rural Remoto
510263,MT,CAMPO NOVO DO PARECIS,Urbano
510305,MT,CLÁUDIA,Intermediário Adjacente
510268,MT,CAMPOS DE JÚLIO,Rural Remoto
510269,MT,CANABRAVA DO NORTE,Rural Remoto
510270,MT,CANARANA,Intermediário Remoto
510279,MT,CARLINDA,Rural Remoto
510285,MT,CASTANHEIRA,Rural Remoto
510300,MT,CHAPADA DOS GUIMARÃES,Rural Adjacente
510330,MT,COMODORO,Intermediário Adjacente
510310,MT,COCALINHO,Rural Adjacente
510325,MT,COLNIZA,Rural Remoto
510420,MT,GUIRATINGA,Intermediário Adjacente
510335,MT,CONFRESA,Intermediário Remoto
510336,MT,CONQUISTA D'OESTE,Rural Remoto
510337,MT,COTRIGUAÇU,Rural Remoto
510340,MT,CUIABÁ,Urbano
510343,MT,CURVELÂNDIA,Rural Adjacente
510345,MT,DENISE,Intermediário Remoto
510350,MT,DIAMANTINO,Intermediário Remoto
510360,MT,DOM AQUINO,Rural Adjacente
510370,MT,FELIZ NATAL,Rural Adjacente
510380,MT,FIGUEIRÓPOLIS D'OESTE,Rural Remoto
510385,MT,GAÚCHA DO NORTE,Rural Remoto
510390,MT,GENERAL CARNEIRO,Rural Adjacente
510395,MT,GLÓRIA D'OESTE,Rural Adjacente
510410,MT,GUARANTÃ DO NORTE,Intermediário Remoto
510455,MT,ITAÚBA,Intermediário Adjacente
510450,MT,INDIAVAÍ,Rural Remoto
510452,MT,IPIRANGA DO NORTE,Rural Remoto
510454,MT,ITANHANGÁ,Rural Remoto
510637,MT,PEDRA PRETA,Intermediário Adjacente
510460,MT,ITIQUIRA,Rural Remoto
510480,MT,JACIARA,Urbano
510490,MT,JANGADA,Rural Adjacente
510500,MT,JAURU,Rural Remoto
510510,MT,JUARA,Intermediário Remoto
510515,MT,JUÍNA,Urbano
510517,MT,JURUENA,Rural Remoto
510520,MT,JUSCIMEIRA,Rural Adjacente
510523,MT,LAMBARI D'OESTE,Rural Adjacente
510525,MT,LUCAS DO RIO VERDE,Urbano
510530,MT,LUCIARA,Rural Remoto
510550,MT,"VILA BELA DA SANTÍSSIMATRINDADE",Rural Remoto
510558,MT,MARCELÂNDIA,Rural Remoto
510560,MT,MATUPÁ,Rural Remoto
510562,MT,MIRASSOL D'OESTE,Urbano
510590,MT,NOBRES,Rural Adjacente
510600,MT,NORTELÂNDIA,Urbano
510610,MT,NOSSA SENHORA DO LIVRAMENTO,Rural Adjacente
510615,MT,NOVA BANDEIRANTES,Rural Remoto
510617,MT,NOVA NAZARÉ,Rural Remoto
510618,MT,NOVA LACERDA,Rural Remoto
510619,MT,NOVA SANTA HELENA,Rural Remoto
510621,MT,NOVA CANAÃ DO NORTE,Rural Remoto
510622,MT,NOVA MUTUM,Urbano
510623,MT,NOVA OLÍMPIA,Urbano
510624,MT,NOVA UBIRATÃ,Rural Remoto
510625,MT,NOVA XAVANTINA,Urbano
510626,MT,NOVO MUNDO,Rural Remoto
510627,MT,NOVO HORIZONTE DO NORTE,Rural Remoto
510628,MT,NOVO SÃO JOAQUIM,Rural Remoto
510629,MT,PARANAÍTA,Rural Remoto
510630,MT,PARANATINGA,Intermediário Remoto
510631,MT,NOVO SANTO ANTÔNIO,Rural Remoto
510650,MT,POCONÉ,Intermediário Adjacente
510642,MT,PEIXOTO DE AZEVEDO,Intermediário Remoto
510645,MT,PLANALTO DA SERRA,Rural Remoto
510710,MT,SÃO JOSÉ DOS QUATRO MARCOS,Intermediário Adjacente
510665,MT,PONTAL DO ARAGUAIA,Urbano
510670,MT,PONTE BRANCA,Rural Remoto
510675,MT,PONTES E LACERDA,Urbano
510677,MT,PORTO ALEGRE DO NORTE,Rural Remoto
510680,MT,PORTO DOS GAÚCHOS,Rural Remoto
510682,MT,PORTO ESPERIDIÃO,Rural Adjacente
510685,MT,PORTO ESTRELA,Rural Adjacente
510700,MT,POXORÉO,Rural Adjacente
510704,MT,PRIMAVERA DO LESTE,Urbano
510706,MT,QUERÊNCIA,Rural Remoto
520030,GO,ALEXÂNIA,Intermediário Adjacente
510715,MT,RESERVA DO CABAÇAL,Rural Remoto
510718,MT,RIBEIRÃO CASCALHEIRA,Rural Remoto
510719,MT,RIBEIRÃOZINHO,Rural Adjacente
510720,MT,RIO BRANCO,Rural Adjacente
510724,MT,SANTA CARMEM,Rural Adjacente
510726,MT,SANTO AFONSO,Rural Remoto
510729,MT,SÃO JOSÉ DO POVO,Rural Adjacente
510730,MT,SÃO JOSÉ DO RIO CLARO,Urbano
510735,MT,SÃO JOSÉ DO XINGU,Rural Remoto
510740,MT,SÃO PEDRO DA CIPA,Rural Adjacente
510757,MT,RONDOLÂNDIA,Rural Adjacente
510760,MT,RONDONÓPOLIS,Urbano
510770,MT,ROSÁRIO OESTE,Rural Adjacente
510774,MT,SANTA CRUZ DO XINGU,Rural Remoto
510775,MT,SALTO DO CÉU,Rural Adjacente
510776,MT,SANTA RITA DO TRIVELATO,Rural Remoto
510777,MT,SANTA TEREZINHA,Rural Remoto
510779,MT,SANTO ANTÔNIO DO LESTE,Rural Remoto
510785,MT,SÃO FÉLIX DO ARAGUAIA,Rural Remoto
510787,MT,SAPEZAL,Urbano
510788,MT,SERRA NOVA DOURADA,Rural Remoto
510790,MT,SINOP,Urbano
510792,MT,SORRISO,Urbano
510794,MT,TABAPORÃ,Rural Remoto
510795,MT,TANGARÁ DA SERRA,Urbano
510800,MT,TAPURAH,Rural Remoto
510805,MT,TERRA NOVA DO NORTE,Rural Remoto
510810,MT,TESOURO,Rural Remoto
510820,MT,TORIXORÉU,Rural Adjacente
510830,MT,UNIÃO DO SUL,Rural Remoto
510835,MT,VALE DE SÃO DOMINGOS,Rural Remoto
510840,MT,VÁRZEA GRANDE,Urbano
510850,MT,VERA,Rural Adjacente
510860,MT,VILA RICA,Intermediário Remoto
510880,MT,NOVA GUARITA,Rural Remoto
510885,MT,NOVA MARILÂNDIA,Rural Remoto
510890,MT,NOVA MARINGÁ,Rural Remoto
510895,MT,NOVA MONTE VERDE,Rural Remoto
520005,GO,ABADIA DE GOIÁS,Urbano
520010,GO,ABADIÂNIA,Rural Adjacente
520013,GO,ACREÚNA,Urbano
520015,GO,ADELÂNDIA,Rural Adjacente
520017,GO,ÁGUA FRIA DE GOIÁS,Rural Adjacente
520020,GO,ÁGUA LIMPA,Rural Adjacente
520025,GO,ÁGUAS LINDAS DE GOIÁS,Urbano
520085,GO,AMERICANO DO BRASIL,Intermediário Adjacente
520050,GO,ALOÂNDIA,Rural Adjacente
520055,GO,ALTO HORIZONTE,Rural Adjacente
520060,GO,ALTO PARAÍSO DE GOIÁS,Rural Adjacente
520080,GO,ALVORADA DO NORTE,Urbano
520082,GO,AMARALINA,Rural Adjacente
520130,GO,ANICUNS,Intermediário Adjacente
520090,GO,AMORINÓPOLIS,Rural Adjacente
520110,GO,ANÁPOLIS,Urbano
520120,GO,ANHANGUERA,Rural Adjacente
520330,GO,BELA VISTA DE GOIÁS,Intermediário Adjacente
520140,GO,APARECIDA DE GOIÂNIA,Urbano
520145,GO,APARECIDA DO RIO DOCE,Rural Adjacente
520150,GO,APORÉ,Rural Adjacente
520160,GO,ARAÇU,Rural Adjacente
520170,GO,ARAGARÇAS,Urbano
520180,GO,ARAGOIÂNIA,Urbano
520235,GO,ARENÓPOLIS,Rural Adjacente
520250,GO,ARUANÃ,Rural Adjacente
520260,GO,AURILÂNDIA,Rural Adjacente
520280,GO,AVELINÓPOLIS,Rural Adjacente
520310,GO,BALIZA,Rural Adjacente
520320,GO,BARRO ALTO,Rural Adjacente
520390,GO,BURITI ALEGRE,Intermediário Adjacente
520340,GO,BOM JARDIM DE GOIÁS,Rural Adjacente
520350,GO,BOM JESUS DE GOIÁS,Urbano
520355,GO,BONFINÓPOLIS,Urbano
520357,GO,BONÓPOLIS,Rural Adjacente
520360,GO,BRAZABRANTES,Urbano
520380,GO,BRITÂNIA,Rural Adjacente
520410,GO,CACHOEIRA ALTA,Intermediário Adjacente
520393,GO,BURITI DE GOIÁS,Rural Adjacente
520396,GO,BURITINÓPOLIS,Rural Adjacente
520400,GO,CABECEIRAS,Rural Adjacente
520440,GO,CAIAPÔNIA,Intermediário Adjacente
520420,GO,CACHOEIRA DE GOIÁS,Rural Adjacente
520425,GO,CACHOEIRA DOURADA,Rural Adjacente
520430,GO,CAÇU,Urbano
520485,GO,CAMPO LIMPO DE GOIÁS,Intermediário Adjacente
520450,GO,CALDAS NOVAS,Urbano
520455,GO,CALDAZINHA,Urbano
520460,GO,CAMPESTRE DE GOIÁS,Rural Adjacente
520465,GO,CAMPINAÇU,Rural Adjacente
520470,GO,CAMPINORTE,Rural Adjacente
520480,GO,CAMPO ALEGRE DE GOIÁS,Rural Adjacente
520495,GO,CAMPOS VERDES,Intermediário Adjacente
520490,GO,CAMPOS BELOS,Urbano
520500,GO,CARMO DO RIO VERDE,Intermediário Adjacente
520551,GO,COCALZINHO DE GOIÁS,Intermediário Adjacente
520505,GO,CASTELÂNDIA,Rural Adjacente
520510,GO,CATALÃO,Urbano
520520,GO,CATURAÍ,Rural Adjacente
520530,GO,CAVALCANTE,Rural Adjacente
520540,GO,CERES,Urbano
520545,GO,CEZARINA,Rural Adjacente
520547,GO,CHAPADÃO DO CÉU,Intermediário Remoto
520549,GO,CIDADE OCIDENTAL,Urbano
520640,GO,CRIXÁS,Intermediário Adjacente
520552,GO,COLINAS DO SUL,Rural Adjacente
520570,GO,CÓRREGO DO OURO,Rural Adjacente
520580,GO,CORUMBÁ DE GOIÁS,Rural Adjacente
520620,GO,CRISTALINA,Urbano
520630,GO,CRISTIANÓPOLIS,Rural Adjacente
520740,GO,EDÉIA,Intermediário Adjacente
520650,GO,CROMÍNIA,Rural Adjacente
520660,GO,CUMARI,Rural Adjacente
520670,GO,DAMIANÓPOLIS,Rural Adjacente
520680,GO,DAMOLÂNDIA,Rural Adjacente
520690,GO,DAVINÓPOLIS,Rural Adjacente
520710,GO,DIORAMA,Rural Adjacente
520725,GO,DOVERLÂNDIA,Rural Adjacente
520735,GO,EDEALINA,Rural Adjacente
520840,GO,GOIANÁPOLIS,Intermediário Adjacente
520750,GO,ESTRELA DO NORTE,Rural Adjacente
520753,GO,FAINA,Rural Adjacente
520760,GO,FAZENDA NOVA,Rural Adjacente
520780,GO,FIRMINÓPOLIS,Rural Adjacente
520790,GO,FLORES DE GOIÁS,Rural Adjacente
520800,GO,FORMOSA,Urbano
520810,GO,FORMOSO,Rural Adjacente
520815,GO,GAMELEIRA DE GOIÁS,Rural Adjacente
520830,GO,DIVINÓPOLIS DE GOIÁS,Rural Adjacente
520890,GO,GOIÁS,Intermediário Adjacente
520850,GO,GOIANDIRA,Urbano
520860,GO,GOIANÉSIA,Urbano
520870,GO,GOIÂNIA,Urbano
520880,GO,GOIANIRA,Urbano
520915,GO,GOUVELÂNDIA,Intermediário Adjacente
520910,GO,GOIATUBA,Urbano
520993,GO,INACIOLÂNDIA,Intermediário Adjacente
520920,GO,GUAPÓ,Urbano
